,d_2000,d_2010,d_2019,change,%_change,Total Officers,population,police_hthou,city,party
38,0.5572867565446363,0.3715245043630909,0.18576225218154546,-0.37152450436309087,-66.66666666666666,1289.0,1076645.0,119.72377153100604,"Nashville, TN",blue
39,0.19434022949637703,0.2915103442445655,0.583020688489131,0.388680458992754,199.99999999999997,1452.0,1029123.0,141.09100661436972,"New Orleans, LA",blue
40,1.225975979043984,1.225975979043984,0.408658659681328,-0.817317319362656,-66.66666666666666,759.0,244703.0,310.17192269812796,"Norfolk, VA",blue
41,0.8231299516411154,,0.4115649758205577,-0.4115649758205577,-50.0,308.0,242975.0,126.76201255273176,"North Las Vegas, NV",blue
42,0.9407448347228919,1.8814896694457839,0.23518620868072299,-0.7055586260421689,-74.99999999999999,674.0,425195.0,158.5155046508073,"Oakland, CA",blue
43,0.8368218343553019,1.4644382101217785,1.1506300222385402,0.3138081878832383,37.50000000000001,1015.0,955998.0,106.17177023382894,"Oklahoma City, OK",red
44,0.4832166767739488,1.2080416919348722,0.4832166767739488,0.0,0.0,789.0,827786.0,95.3144894936614,"Omaha, NE",blue
45,0.16883896758348102,0.506516902750443,0.22511862344464134,0.05627965586116032,33.33333333333332,719.0,1776841.0,40.465072564174285,"Orlando, FL",blue
46,0.19510866133464258,0.2483201144259087,0.08868575515211026,-0.10642290618253232,-54.545454545454554,6734.0,5637884.0,119.4419750388621,"Philadelphia, PA",blue
47,0.12249350723164919,0.29398441735595804,0.31848311880228786,0.19598961157063866,159.99999999999997,3146.0,4081849.0,77.07291475015367,"Phoenix, AZ",red
48,0.1165978836318142,0.5246904763431639,0.1748968254477213,0.05829894181590711,50.000000000000014,887.0,1715297.0,51.7111613907096,"Pittsburgh, PA",blue
49,0.19485618639163366,0.2922842795874505,0.2922842795874505,0.09742809319581686,50.000000000000014,957.0,2052796.0,46.61934259419835,"Portland, OR",blue
50,0.2308024308112013,0.4616048616224026,0.2308024308112013,0.0,0.0,323.0,433271.0,74.54918515201803,"Reno, NV",blue
51,0.04796740518882609,0.04796740518882609,0.14390221556647828,0.0959348103776522,200.00000000000006,361.0,2084749.0,17.31623327316622,"Riverside, CA",blue
52,0.2695856683945311,0.16175140103671864,,,,696.0,1854698.0,37.52632504051873,"Sacramento, CA",blue
53,0.0998736598203273,0.5992419589219637,0.9987365982032729,0.8988629383829456,900.0,2303.0,2002530.0,115.00451928310687,"San Antonio, TX",blue
54,0.3426456103670856,0.18689760565477395,0.2491968075396986,-0.09344880282738696,-27.27272727272727,1863.0,3210314.0,58.03170655580731,"San Diego, CA",blue
55,0.0832463640069361,0.0832463640069361,0.055497576004624065,-0.02774878800231203,-33.33333333333333,2250.0,3603761.0,62.43477300520206,"San Francisco, CA",blue
56,0.27443892334317105,0.32932670801180525,0.32932670801180525,0.0548877846686342,19.999999999999996,1259.0,1821899.0,69.10372089781048,"San Jose, CA",blue
57,0.29927933536045204,1.1971173414418081,,,,353.0,334136.0,105.64560538223957,"Santa Ana, CA",blue
58,0.1097765635270112,0.1097765635270112,0.16466484529051684,0.05488828176350563,50.00000000000002,1344.0,3643765.0,36.884925345075764,"Seattle, WA",blue
59,0.32613552235495935,0.6522710447099187,0.32613552235495935,0.0,0.0,592.0,306621.0,193.07222923413596,"St. Paul, MN",blue
60,0.7597196634441892,0.3798598317220946,0.7597196634441892,0.0,0.0,538.0,263255.0,204.36458946648688,"St. Petersburg, FL",red
61,1.0140265218636795,0.25350663046591987,1.0140265218636795,0.0,0.0,342.0,394467.0,86.69926761934458,"Stockton, CA",blue
62,0.2852822868228112,0.0356602858528514,0.21396171511710835,-0.07132057170570286,-25.00000000000002,952.0,2804240.0,33.94859213191453,"Tampa, FL",blue
63,0.20463623862222513,0.20463623862222513,0.20463623862222513,0.0,0.0,566.0,488672.0,115.82411106017942,"Toledo, OH",blue
64,0.34546650068920565,0.46062200091894084,0.46062200091894084,0.1151555002297352,33.33333333333333,974.0,868391.0,112.16145722376211,"Tucson, AZ",blue
65,0.5951902674487467,0.5951902674487467,1.0415829680353068,0.4463927005865601,75.00000000000001,736.0,672054.0,109.5150092105694,"Tulsa, OK",red
66,0.06755008670053628,,0.13510017340107255,0.06755008670053628,100.0,775.0,1480383.0,52.35131719291562,"Virginia Beach, VA",red
