,date,city,black,white,latino
3130,2016,"Savannah, GA",1.214963490347115,1.7334026694401108,9.884788749341595
3390,2017,"Savannah, GA",2.42992698069423,1.7334026694401108,11.035152842570069
3634,2018,"Savannah, GA",3.6448904710413452,1.8582930449978645,12.185516935798542
3889,2019,"Savannah, GA",2.42992698069423,1.9831834205556182,13.335881029027016
4114,2020,"Savannah, GA",1.214963490347115,2.1080737961133718,14.486245122255491
1482,2009,"Schenectady, NY",6.39386189258312,2.2329641716711257,15.636609215483965
2374,2013,"Schenectady, NY",6.39386189258312,2.3578545472288797,16.78697330871244
3131,2016,"Schenectady, NY",6.39386189258312,2.482744922786633,15.806267188772658
3391,2017,"Schenectady, NY",6.39386189258312,2.482744922786633,14.825561068832876
3890,2019,"Schenectady, NY",6.39386189258312,2.482744922786633,13.844854948893094
4115,2020,"Schenectady, NY",10.576901803491353,2.482744922786633,12.864148828953311
406,2003,"Scottsdale, AZ",14.759941714399588,0.48658959087547204,11.88344270901353
724,2005,"Scottsdale, AZ",18.942981625307823,0.9731791817509441,10.902736589073749
920,2006,"Scottsdale, AZ",18.942981625307823,0.48658959087547204,9.922030469133967
1109,2007,"Scottsdale, AZ",18.942981625307823,0.9731791817509441,8.941324349194185
2119,2012,"Scottsdale, AZ",18.942981625307823,0.9731791817509441,7.960618229254402
2618,2014,"Scottsdale, AZ",18.942981625307823,0.48658959087547204,6.97991210931462
2882,2015,"Scottsdale, AZ",18.942981625307823,0.48658959087547204,5.999205989374838
3132,2016,"Scottsdale, AZ",18.942981625307823,0.9731791817509441,5.0184998694350575
3635,2018,"Scottsdale, AZ",18.942981625307823,0.48658959087547204,4.037793749495276
4116,2020,"Scottsdale, AZ",17.463818178382812,0.48658959087547204,3.847187879512135
1483,2009,"Scranton, PA",15.984654731457802,0.9909583468396053,3.6565820095289934
3636,2018,"Scranton, PA",9.605907254069173,1.4953271028037385,3.465976139545852
79,2000,"Seattle, WA",3.2271597766805433,0.8454341854053224,3.275370269562711
158,2001,"Seattle, WA",1.6135798883402717,0.19554126800690652,3.0847643995795693
260,2002,"Seattle, WA",3.2271597766805433,0.19554126800690652,2.894158529596428
407,2003,"Seattle, WA",1.6135798883402717,0.19554126800690652,2.703552659613287
559,2004,"Seattle, WA",3.2271597766805433,0.19554126800690652,2.5129467896301456
725,2005,"Seattle, WA",2.689299813900453,0.19554126800690652,2.322340919647004
921,2006,"Seattle, WA",2.1514398511203625,0.19554126800690652,2.322340919647004
1110,2007,"Seattle, WA",1.6135798883402717,0.39108253601381304,2.322340919647004
1484,2009,"Seattle, WA",1.6135798883402717,0.5866238040207196,2.322340919647004
1676,2010,"Seattle, WA",1.6135798883402717,0.19554126800690652,2.322340919647004
1893,2011,"Seattle, WA",1.6135798883402717,0.39108253601381304,2.322340919647004
2120,2012,"Seattle, WA",1.6135798883402717,0.39108253601381304,2.322340919647004
2375,2013,"Seattle, WA",4.840739665020815,0.39108253601381304,2.322340919647004
2619,2014,"Seattle, WA",4.302879702240725,0.9777063400345325,2.322340919647004
2883,2015,"Seattle, WA",3.7650197394606337,0.39108253601381304,2.322340919647004
3133,2016,"Seattle, WA",3.2271597766805433,0.19554126800690652,2.322340919647004
3392,2017,"Seattle, WA",3.2271597766805433,0.19554126800690652,2.322340919647004
3637,2018,"Seattle, WA",2.4203698325104073,0.19554126800690652,2.322340919647004
3891,2019,"Seattle, WA",1.6135798883402717,0.39108253601381304,2.322340919647004
4117,2020,"Seattle, WA",1.6135798883402717,0.19554126800690652,2.3990953441167444
1485,2009,"Shawnee, KS",1.6923491305183553,1.7894529642288353,2.475849768586485
408,2003,"Shreveport, LA",1.7711183726964392,1.6572727184186669,2.5526041930562258
1111,2007,"Shreveport, LA",0.8855591863482196,1.5250924726084985,2.6293586175259662
1293,2008,"Shreveport, LA",0.8855591863482196,1.39291222679833,2.7061130419957067
1486,2009,"Shreveport, LA",0.8855591863482196,1.2607319809881616,2.782867466465447
1894,2011,"Shreveport, LA",0.8855591863482196,1.2607319809881616,2.8596218909351876
2121,2012,"Shreveport, LA",3.5422367453928785,1.2607319809881616,2.936376315404928
2376,2013,"Shreveport, LA",0.8855591863482196,1.2607319809881616,3.0131307398746685
2620,2014,"Shreveport, LA",2.6566775590446587,3.782195942964485,3.089885164344409
2884,2015,"Shreveport, LA",3.5422367453928785,3.151829952470404,3.16663958881415
3638,2018,"Shreveport, LA",2.6566775590446587,2.5214639619763233,3.2433940132838903
3892,2019,"Shreveport, LA",1.7711183726964392,2.5214639619763233,3.3201484377536308
4118,2020,"Shreveport, LA",1.7711183726964392,2.5214639619763233,3.3969028622233712
1112,2007,"Silver Spring, MD",3.229675454515121,2.648585655260091,3.473657286693112
1895,2011,"Silver Spring, MD",4.688232536333802,2.4572762755874646,3.5504117111628526
2122,2012,"Silver Spring, MD",4.688232536333802,2.265966895914838,3.627166135632593
2621,2014,"Silver Spring, MD",4.688232536333802,2.074657516242212,3.7039205601023335
2885,2015,"Silver Spring, MD",4.688232536333802,1.8833481365695857,3.780674984572074
3393,2017,"Silver Spring, MD",4.688232536333802,1.6920387568969595,3.8574294090418144
3639,2018,"Silver Spring, MD",4.688232536333802,1.500729377224333,3.8574294090418144
3893,2019,"Silver Spring, MD",4.688232536333802,1.3094199975517067,3.627674783626683
4119,2020,"Silver Spring, MD",4.688232536333802,1.1181106178790805,3.3979201582115515
726,2005,"Simi Valley, CA",8.079786502695127,0.9268012382064542,3.1681655327964195
1113,2007,"Simi Valley, CA",11.471340469056452,0.9268012382064542,2.938410907381288
