,city,%_change,party,year,value
434,"Oklahoma City, OK",37.50000000000001,red,2010,1.4644382101217785
435,"Sarasota, FL",0.0,red,2010,0.2831878455776678
436,"Tulsa, OK",49.999999999999986,red,2010,0.5951902674487467
437,"Colorado Springs, CO",66.6666666666667,red,2010,0.16027027979985448
438,"Bakersfield, CA",550.0000000000001,red,2010,0.6964249027616729
439,"Mesa, AZ",300.0,red,2010,0.6043501121069459
440,"Chattanooga, TN",0.0,red,2010,0.49118084787637956
441,"Spokane, WA",100.0,red,2010,0.9924499371034853
442,"Pensacola, FL",100.0,red,2010,0.29036004645760743
443,"Corpus Christi, TX",400.0,red,2010,
444,"Huntsville, AL",300.0,red,2010,0.9686293249299359
445,"Springfield, MO",100.0,red,2010,0.34816274519361334
446,"St. Petersburg, FL",149.99999999999994,red,2010,0.3798598317220946
447,"Lubbock, TX",199.99999999999997,red,2010,0.38094512485476467
448,"Chandler, AZ",0.0,red,2010,
449,"Killeen, TX",200.00000000000006,red,2010,
450,United States,102.08603018013629,,2010,0.39376485189369176
451,"Los Angeles, CA",-43.75,blue,2011,0.24189505266094313
452,"Chicago, IL",42.85714285714286,blue,2011,0.3918864746376837
453,"Miami, FL",75.0,blue,2011,0.18802983281327415
454,"Dallas, TX",1100.0,blue,2011,0.08721043301898623
455,"Philadelphia, PA",-27.27272727272727,blue,2011,0.2483201144259087
456,"Houston, TX",342.8571428571429,blue,2011,0.3672104563911878
457,"Atlanta, GA",200.00000000000006,blue,2011,0.1721252689457327
458,"Phoenix, AZ",280.0,red,2011,0.2694857159096282
459,"Seattle, WA",50.00000000000002,blue,2011,0.0548882817635056
460,"San Francisco, CA",33.333333333333336,blue,2011,0.11099515200924813
461,"Detroit, MI",-10.000000000000012,blue,2011,0.14195648976806013
462,"San Diego, CA",9.090909090909092,blue,2011,0.21804720659723628
463,"Minneapolis, MN",-16.666666666666675,blue,2011,0.034167510319442304
464,"Tampa, FL",-12.500000000000005,blue,2011,0.178301429264257
465,"Denver, CO",166.66666666666666,blue,2011,0.10763235371148645
466,"Brooklyn, NY",-77.77777777777777,blue,2011,0.15214042561284066
467,"Queens, NY",33.33333333333334,blue,2011,0.042862274083668876
468,"Baltimore, MD",-19.999999999999993,blue,2011,0.23036124328727337
469,"Riverside, CA",0.0,blue,2011,0.19186962075530437
470,"Las Vegas, NV",750.0000000000002,blue,2011,0.5306204158616914
471,"Portland, OR",-75.00000000000001,blue,2011,0.09742809319581683
472,"Kansas City, MO",85.71428571428572,red,2011,0.4951656360000272
473,"Virginia Beach, VA",300.0,red,2011,0.06755008670053628
474,"Jacksonville, FL",400.0,red,2011,0.43241709915583537
475,"Oklahoma City, OK",37.50000000000001,red,2011,1.3598354808273658
476,"Sarasota, FL",0.0,red,2011,
477,"Tulsa, OK",49.999999999999986,red,2011,1.1903805348974934
478,"Colorado Springs, CO",66.6666666666667,red,2011,0.6410811191994179
479,"Bakersfield, CA",550.0000000000001,red,2011,1.5669560312137643
480,"Mesa, AZ",300.0,red,2011,0.40290007473796385
481,"Chattanooga, TN",0.0,red,2011,
482,"Spokane, WA",100.0,red,2011,0.7443374528276139
483,"Pensacola, FL",100.0,red,2011,0.29036004645760743
484,"Corpus Christi, TX",400.0,red,2011,0.8786445443495834
485,"Huntsville, AL",300.0,red,2011,
486,"Springfield, MO",100.0,red,2011,
487,"St. Petersburg, FL",149.99999999999994,red,2011,1.1395794951662837
488,"Lubbock, TX",199.99999999999997,red,2011,0.7618902497095293
489,"Chandler, AZ",0.0,red,2011,0.39454268557315214
490,"Killeen, TX",200.00000000000006,red,2011,
491,United States,102.08603018013629,,2011,0.41822219592561455
492,"Los Angeles, CA",-43.75,blue,2012,0.15606132429738265
493,"Chicago, IL",42.85714285714286,blue,2012,0.18441716453538054
494,"Miami, FL",75.0,blue,2012,0.18802983281327415
495,"Dallas, TX",1100.0,blue,2012,0.2965154722645532
496,"Philadelphia, PA",-27.27272727272727,blue,2012,0.4079544736997072
497,"Houston, TX",342.8571428571429,blue,2012,0.5691762074063411
498,"Atlanta, GA",200.00000000000006,blue,2012,0.1721252689457327
499,"Phoenix, AZ",280.0,red,2012,0.22048831301696856
500,"Seattle, WA",50.00000000000002,blue,2012,0.0548882817635056
501,"San Francisco, CA",33.333333333333336,blue,2012,0.0832463640069361
502,"Detroit, MI",-10.000000000000012,blue,2012,0.14195648976806013
503,"San Diego, CA",9.090909090909092,blue,2012,0.1245984037698493
504,"Minneapolis, MN",-16.666666666666675,blue,2012,0.034167510319442304
505,"Tampa, FL",-12.500000000000005,blue,2012,0.0713205717057028
506,"Denver, CO",166.66666666666666,blue,2012,0.10763235371148645
507,"Brooklyn, NY",-77.77777777777777,blue,2012,0.3042808512256813
508,"Queens, NY",33.33333333333334,blue,2012,0.12858682225100662
509,"Baltimore, MD",-19.999999999999993,blue,2012,0.5989392325469107
510,"Riverside, CA",0.0,blue,2012,0.23983702594413045
511,"Las Vegas, NV",750.0000000000002,blue,2012,0.43414397661411114
512,"Portland, OR",-75.00000000000001,blue,2012,0.24357023298954206
513,"Kansas City, MO",85.71428571428572,red,2012,0.2475828180000136
514,"Virginia Beach, VA",300.0,red,2012,0.13510017340107255
515,"Jacksonville, FL",400.0,red,2012,0.6053839388181695
516,"Oklahoma City, OK",37.50000000000001,red,2012,1.0460272929441274
517,"Sarasota, FL",0.0,red,2012,0.1415939227888339
518,"Tulsa, OK",49.999999999999986,red,2012,1.1903805348974934
519,"Colorado Springs, CO",66.6666666666667,red,2012,0.4808108393995634
520,"Bakersfield, CA",550.0000000000001,red,2012,0.34821245138083645
521,"Mesa, AZ",300.0,red,2012,0.6043501121069459
522,"Chattanooga, TN",0.0,red,2012,0.24559042393818978
523,"Spokane, WA",100.0,red,2012,
524,"Pensacola, FL",100.0,red,2012,0.29036004645760743
525,"Corpus Christi, TX",400.0,red,2012,0.5857630295663889
526,"Huntsville, AL",300.0,red,2012,
527,"Springfield, MO",100.0,red,2012,
528,"St. Petersburg, FL",149.99999999999994,red,2012,1.1395794951662837
529,"Lubbock, TX",199.99999999999997,red,2012,0.7618902497095293
530,"Chandler, AZ",0.0,red,2012,0.39454268557315214
531,"Killeen, TX",200.00000000000006,red,2012,0.40405836218983465
532,United States,102.08603018013629,,2012,0.44641862806474275
533,"Los Angeles, CA",-43.75,blue,2013,0.17947052294199003
534,"Chicago, IL",42.85714285714286,blue,2013,0.24204752845268698
535,"Miami, FL",75.0,blue,2013,0.2507064437510322
536,"Dallas, TX",1100.0,blue,2013,0.24418921245316144
537,"Philadelphia, PA",-27.27272727272727,blue,2013,0.2128458123650646
538,"Houston, TX",342.8571428571429,blue,2013,0.5691762074063411
539,"Atlanta, GA",200.00000000000006,blue,2013,0.11475017929715516
540,"Phoenix, AZ",280.0,red,2013,0.612467536158246
541,"Seattle, WA",50.00000000000002,blue,2013,0.16466484529051684
542,"San Francisco, CA",33.333333333333336,blue,2013,0.11099515200924813
543,"Detroit, MI",-10.000000000000012,blue,2013,0.19873908567528417
544,"San Diego, CA",9.090909090909092,blue,2013,0.21804720659723628
545,"Minneapolis, MN",-16.666666666666675,blue,2013,0.13667004127776922
546,"Tampa, FL",-12.500000000000005,blue,2013,0.1426411434114056
547,"Denver, CO",166.66666666666666,blue,2013,0.2152647074229729
548,"Brooklyn, NY",-77.77777777777777,blue,2013,0.5324914896449422
549,"Queens, NY",33.33333333333334,blue,2013,
550,"Baltimore, MD",-19.999999999999993,blue,2013,0.7371559785192748
551,"Riverside, CA",0.0,blue,2013,0.33577183632178265
552,"Las Vegas, NV",750.0000000000002,blue,2013,0.1929528784951605
553,"Portland, OR",-75.00000000000001,blue,2013,0.09742809319581683
554,"Kansas City, MO",85.71428571428572,red,2013,0.7427484540000409
555,"Virginia Beach, VA",300.0,red,2013,0.13510017340107255
556,"Jacksonville, FL",400.0,red,2013,0.5189005189870024
557,"Oklahoma City, OK",37.50000000000001,red,2013,1.5690409394161913
558,"Sarasota, FL",0.0,red,2013,
559,"Tulsa, OK",49.999999999999986,red,2013,0.5951902674487467
560,"Colorado Springs, CO",66.6666666666667,red,2013,
561,"Bakersfield, CA",550.0000000000001,red,2013,1.7410622569041825
562,"Mesa, AZ",300.0,red,2013,0.40290007473796385
563,"Chattanooga, TN",0.0,red,2013,
564,"Spokane, WA",100.0,red,2013,1.2405624213793565
565,"Pensacola, FL",100.0,red,2013,0.8710801393728222
566,"Corpus Christi, TX",400.0,red,2013,0.8786445443495834
567,"Huntsville, AL",300.0,red,2013,0.9686293249299359
568,"Springfield, MO",100.0,red,2013,0.34816274519361334
569,"St. Petersburg, FL",149.99999999999994,red,2013,2.2791589903325673
570,"Lubbock, TX",199.99999999999997,red,2013,0.7618902497095293
571,"Chandler, AZ",0.0,red,2013,
572,"Killeen, TX",200.00000000000006,red,2013,0.40405836218983465
573,United States,102.08603018013629,,2013,0.5246939800685593
574,"Los Angeles, CA",-43.75,blue,2014,0.2106827878014666
575,"Chicago, IL",42.85714285714286,blue,2014,0.3918864746376837
576,"Miami, FL",75.0,blue,2014,0.10968406914107658
577,"Dallas, TX",1100.0,blue,2014,0.34884173207594493
578,"Philadelphia, PA",-27.27272727272727,blue,2014,0.08868575515211026
579,"Houston, TX",342.8571428571429,blue,2014,0.6242577758650193
580,"Atlanta, GA",200.00000000000006,blue,2014,0.05737508964857758
581,"Phoenix, AZ",280.0,red,2014,0.48997402892659675
582,"Seattle, WA",50.00000000000002,blue,2014,0.2195531270540224
583,"San Francisco, CA",33.333333333333336,blue,2014,0.22199030401849626
584,"Detroit, MI",-10.000000000000012,blue,2014,0.36908687339695634
585,"San Diego, CA",9.090909090909092,blue,2014,0.15574800471231162
586,"Minneapolis, MN",-16.666666666666675,blue,2014,0.034167510319442304
587,"Tampa, FL",-12.500000000000005,blue,2014,0.10698085755855417
588,"Denver, CO",166.66666666666666,blue,2014,0.2152647074229729
589,"Brooklyn, NY",-77.77777777777777,blue,2014,0.3803510640321016
590,"Queens, NY",33.33333333333334,blue,2014,0.08572454816733775
591,"Baltimore, MD",-19.999999999999993,blue,2014,0.32250574060218273
592,"Riverside, CA",0.0,blue,2014,0.09593481037765218
593,"Las Vegas, NV",750.0000000000002,blue,2014,0.5306204158616914
594,"Portland, OR",-75.00000000000001,blue,2014,0.09742809319581683
595,"Kansas City, MO",85.71428571428572,red,2014,0.7427484540000409
596,"Virginia Beach, VA",300.0,red,2014,0.13510017340107255
597,"Jacksonville, FL",400.0,red,2014,0.7783507784805037
598,"Oklahoma City, OK",37.50000000000001,red,2014,1.1506300222385402
599,"Sarasota, FL",0.0,red,2014,0.2831878455776678
600,"Tulsa, OK",49.999999999999986,red,2014,1.33917810175968
601,"Colorado Springs, CO",66.6666666666667,red,2014,0.16027027979985448
602,"Bakersfield, CA",550.0000000000001,red,2014,0.8705311284520912
603,"Mesa, AZ",300.0,red,2014,0.20145003736898193
604,"Chattanooga, TN",0.0,red,2014,
605,"Spokane, WA",100.0,red,2014,0.49622496855174264
606,"Pensacola, FL",100.0,red,2014,0.5807200929152149
607,"Corpus Christi, TX",400.0,red,2014,
608,"Huntsville, AL",300.0,red,2014,0.6457528832866238
609,"Springfield, MO",100.0,red,2014,0.34816274519361334
610,"St. Petersburg, FL",149.99999999999994,red,2014,
611,"Lubbock, TX",199.99999999999997,red,2014,1.5237804994190587
612,"Chandler, AZ",0.0,red,2014,
613,"Killeen, TX",200.00000000000006,red,2014,0.8081167243796693
614,United States,102.08603018013629,,2014,0.5054963570834812
615,"Los Angeles, CA",-43.75,blue,2015,0.17166745672712092
616,"Chicago, IL",42.85714285714286,blue,2015,0.17289109175191927
617,"Miami, FL",75.0,blue,2015,0.1253532218755161
618,"Dallas, TX",1100.0,blue,2015,0.19186295264176972
619,"Philadelphia, PA",-27.27272727272727,blue,2015,0.08868575515211026
620,"Houston, TX",342.8571428571429,blue,2015,0.6793393443236975
621,"Atlanta, GA",200.00000000000006,blue,2015,0.09562514941429595
622,"Phoenix, AZ",280.0,red,2015,0.24498701446329837
623,"Seattle, WA",50.00000000000002,blue,2015,0.0548882817635056
624,"San Francisco, CA",33.333333333333336,blue,2015,0.2774878800231203
625,"Detroit, MI",-10.000000000000012,blue,2015,0.36908687339695634
626,"San Diego, CA",9.090909090909092,blue,2015,0.2491968075396986
627,"Minneapolis, MN",-16.666666666666675,blue,2015,0.034167510319442304
628,"Tampa, FL",-12.500000000000005,blue,2015,0.10698085755855417
629,"Denver, CO",166.66666666666666,blue,2015,0.2152647074229729
630,"Brooklyn, NY",-77.77777777777777,blue,2015,0.038035106403210166
631,"Queens, NY",33.33333333333334,blue,2015,0.08572454816733775
632,"Baltimore, MD",-19.999999999999993,blue,2015,0.1842889946298187
633,"Riverside, CA",0.0,blue,2015,0.04796740518882609
634,"Las Vegas, NV",750.0000000000002,blue,2015,0.5788586354854814
635,"Portland, OR",-75.00000000000001,blue,2015,0.14614213979372526
636,"Kansas City, MO",85.71428571428572,red,2015,0.37137422700002043
637,"Virginia Beach, VA",300.0,red,2015,0.13510017340107255
638,"Jacksonville, FL",400.0,red,2015,0.43241709915583537
639,"Oklahoma City, OK",37.50000000000001,red,2015,1.0460272929441274
640,"Sarasota, FL",0.0,red,2015,0.1415939227888339
641,"Tulsa, OK",49.999999999999986,red,2015,0.89278540117312
642,"Colorado Springs, CO",66.6666666666667,red,2015,0.32054055959970895
643,"Bakersfield, CA",550.0000000000001,red,2015,1.3928498055233458
644,"Mesa, AZ",300.0,red,2015,0.8058001494759277
645,"Chattanooga, TN",0.0,red,2015,0.49118084787637956
646,"Spokane, WA",100.0,red,2015,0.49622496855174264
647,"Pensacola, FL",100.0,red,2015,
648,"Corpus Christi, TX",400.0,red,2015,0.5857630295663889
649,"Huntsville, AL",300.0,red,2015,1.9372586498598718
650,"Springfield, MO",100.0,red,2015,2.0889764711616796
651,"St. Petersburg, FL",149.99999999999994,red,2015,0.3798598317220946
652,"Lubbock, TX",199.99999999999997,red,2015,0.38094512485476467
653,"Chandler, AZ",0.0,red,2015,0.39454268557315214
654,"Killeen, TX",200.00000000000006,red,2015,
655,United States,102.08603018013629,,2015,0.4650144999848317
656,"Los Angeles, CA",-43.75,blue,2016,0.16386439051225177
657,"Chicago, IL",42.85714285714286,blue,2016,0.19594323731884186
658,"Miami, FL",75.0,blue,2016,0.07834576367219757
659,"Dallas, TX",1100.0,blue,2016,0.13953669283037798
660,"Philadelphia, PA",-27.27272727272727,blue,2016,0.15963435927379846
661,"Houston, TX",342.8571428571429,blue,2016,0.38557097921074723
662,"Atlanta, GA",200.00000000000006,blue,2016,0.11475017929715516
663,"Phoenix, AZ",280.0,red,2016,0.4409766260339371
664,"Seattle, WA",50.00000000000002,blue,2016,0.137220704408764
665,"San Francisco, CA",33.333333333333336,blue,2016,0.1942415160161842
666,"Detroit, MI",-10.000000000000012,blue,2016,0.1135651918144481
667,"San Diego, CA",9.090909090909092,blue,2016,0.1245984037698493
668,"Minneapolis, MN",-16.666666666666675,blue,2016,0.10250253095832691
669,"Tampa, FL",-12.500000000000005,blue,2016,0.178301429264257
670,"Denver, CO",166.66666666666666,blue,2016,0.2152647074229729
671,"Brooklyn, NY",-77.77777777777777,blue,2016,0.1901755320160508
672,"Queens, NY",33.33333333333334,blue,2016,0.042862274083668876
673,"Baltimore, MD",-19.999999999999993,blue,2016,0.46072248657454673
674,"Riverside, CA",0.0,blue,2016,
675,"Las Vegas, NV",750.0000000000002,blue,2016,0.385905756990321
676,"Portland, OR",-75.00000000000001,blue,2016,0.048714046597908414
677,"Kansas City, MO",85.71428571428572,red,2016,0.4332699315000238
678,"Virginia Beach, VA",300.0,red,2016,
679,"Jacksonville, FL",400.0,red,2016,0.43241709915583537
680,"Oklahoma City, OK",37.50000000000001,red,2016,0.7322191050608893
681,"Sarasota, FL",0.0,red,2016,0.1415939227888339
682,"Tulsa, OK",49.999999999999986,red,2016,1.33917810175968
683,"Colorado Springs, CO",66.6666666666667,red,2016,0.32054055959970895
684,"Bakersfield, CA",550.0000000000001,red,2016,1.2187435798329276
685,"Mesa, AZ",300.0,red,2016,0.8058001494759277
686,"Chattanooga, TN",0.0,red,2016,0.49118084787637956
687,"Spokane, WA",100.0,red,2016,0.24811248427587132
688,"Pensacola, FL",100.0,red,2016,0.29036004645760743
689,"Corpus Christi, TX",400.0,red,2016,0.5857630295663889
690,"Huntsville, AL",300.0,red,2016,0.6457528832866238
691,"Springfield, MO",100.0,red,2016,0.34816274519361334
692,"St. Petersburg, FL",149.99999999999994,red,2016,2.2791589903325673
693,"Lubbock, TX",199.99999999999997,red,2016,0.7618902497095293
694,"Chandler, AZ",0.0,red,2016,0.39454268557315214
695,"Killeen, TX",200.00000000000006,red,2016,1.212175086569504
696,United States,102.08603018013629,,2016,0.46386137325119114
697,"Los Angeles, CA",-43.75,blue,2017,0.12484905943790611
698,"Chicago, IL",42.85714285714286,blue,2017,0.19594323731884186
699,"Miami, FL",75.0,blue,2017,0.14102237460995562
700,"Dallas, TX",1100.0,blue,2017,0.08721043301898623
701,"Philadelphia, PA",-27.27272727272727,blue,2017,0.14189720824337643
702,"Houston, TX",342.8571428571429,blue,2017,0.25704731947383147
703,"Atlanta, GA",200.00000000000006,blue,2017,0.1721252689457327
704,"Phoenix, AZ",280.0,red,2017,0.46547532748026693
705,"Seattle, WA",50.00000000000002,blue,2017,0.08233242264525842
706,"San Francisco, CA",33.333333333333336,blue,2017,0.1942415160161842
707,"Detroit, MI",-10.000000000000012,blue,2017,0.34069557544334433
708,"San Diego, CA",9.090909090909092,blue,2017,0.1245984037698493
709,"Minneapolis, MN",-16.666666666666675,blue,2017,0.034167510319442304
710,"Tampa, FL",-12.500000000000005,blue,2017,0.0356602858528514
711,"Denver, CO",166.66666666666666,blue,2017,0.10763235371148645
712,"Brooklyn, NY",-77.77777777777777,blue,2017,0.2662457448224711
713,"Queens, NY",33.33333333333334,blue,2017,
714,"Baltimore, MD",-19.999999999999993,blue,2017,0.27643349194472805
715,"Riverside, CA",0.0,blue,2017,0.04796740518882609
716,"Las Vegas, NV",750.0000000000002,blue,2017,0.771811513980642
717,"Portland, OR",-75.00000000000001,blue,2017,0.14614213979372526
718,"Kansas City, MO",85.71428571428572,red,2017,0.4332699315000238
719,"Virginia Beach, VA",300.0,red,2017,
720,"Jacksonville, FL",400.0,red,2017,1.0378010379740048
721,"Oklahoma City, OK",37.50000000000001,red,2017,1.0460272929441274
722,"Sarasota, FL",0.0,red,2017,
723,"Tulsa, OK",49.999999999999986,red,2017,1.1903805348974934
724,"Colorado Springs, CO",66.6666666666667,red,2017,1.1218919585989813
725,"Bakersfield, CA",550.0000000000001,red,2017,1.3928498055233458
726,"Mesa, AZ",300.0,red,2017,0.8058001494759277
727,"Chattanooga, TN",0.0,red,2017,0.24559042393818978
728,"Spokane, WA",100.0,red,2017,1.4886749056552278
729,"Pensacola, FL",100.0,red,2017,0.29036004645760743
730,"Corpus Christi, TX",400.0,red,2017,0.29288151478319446
731,"Huntsville, AL",300.0,red,2017,1.6143822082165598
732,"Springfield, MO",100.0,red,2017,1.0444882355808398
733,"St. Petersburg, FL",149.99999999999994,red,2017,0.7597196634441892
734,"Lubbock, TX",199.99999999999997,red,2017,
735,"Chandler, AZ",0.0,red,2017,0.39454268557315214
736,"Killeen, TX",200.00000000000006,red,2017,0.8081167243796693
737,United States,102.08603018013629,,2017,0.5067917806644313
738,"Los Angeles, CA",-43.75,blue,2018,0.12484905943790611
739,"Chicago, IL",42.85714285714286,blue,2018,0.14983894618499669
740,"Miami, FL",75.0,blue,2018,0.1253532218755161
741,"Dallas, TX",1100.0,blue,2018,0.1569787794341752
742,"Philadelphia, PA",-27.27272727272727,blue,2018,0.1064229061825323
743,"Houston, TX",342.8571428571429,blue,2018,0.4773735933085441
744,"Atlanta, GA",200.00000000000006,blue,2018,0.1912502988285919
745,"Phoenix, AZ",280.0,red,2018,0.6369662376045757
746,"Seattle, WA",50.00000000000002,blue,2018,0.08233242264525842
747,"San Francisco, CA",33.333333333333336,blue,2018,0.0832463640069361
748,"Detroit, MI",-10.000000000000012,blue,2018,0.28391297953612027
749,"San Diego, CA",9.090909090909092,blue,2018,0.09344880282738698
750,"Minneapolis, MN",-16.666666666666675,blue,2018,0.13667004127776922
751,"Tampa, FL",-12.500000000000005,blue,2018,0.1426411434114056
752,"Denver, CO",166.66666666666666,blue,2018,0.4305294148459458
753,"Brooklyn, NY",-77.77777777777777,blue,2018,0.11410531920963049
754,"Queens, NY",33.33333333333334,blue,2018,0.08572454816733775
755,"Baltimore, MD",-19.999999999999993,blue,2018,0.09214449731490935
756,"Riverside, CA",0.0,blue,2018,0.28780443113295656
757,"Las Vegas, NV",750.0000000000002,blue,2018,0.6753350747330618
758,"Portland, OR",-75.00000000000001,blue,2018,0.2922842795874505
759,"Kansas City, MO",85.71428571428572,red,2018,1.0522269765000578
760,"Virginia Beach, VA",300.0,red,2018,0.13510017340107255
761,"Jacksonville, FL",400.0,red,2018,0.6053839388181695
762,"Oklahoma City, OK",37.50000000000001,red,2018,0.8368218343553019
763,"Sarasota, FL",0.0,red,2018,0.1415939227888339
764,"Tulsa, OK",49.999999999999986,red,2018,1.0415829680353068
765,"Colorado Springs, CO",66.6666666666667,red,2018,1.1218919585989813
766,"Bakersfield, CA",550.0000000000001,red,2018,0.5223186770712547
767,"Mesa, AZ",300.0,red,2018,1.6116002989518554
768,"Chattanooga, TN",0.0,red,2018,0.49118084787637956
769,"Spokane, WA",100.0,red,2018,0.24811248427587132
770,"Pensacola, FL",100.0,red,2018,0.29036004645760743
771,"Corpus Christi, TX",400.0,red,2018,0.5857630295663889
772,"Huntsville, AL",300.0,red,2018,0.9686293249299359
773,"Springfield, MO",100.0,red,2018,1.3926509807744534
774,"St. Petersburg, FL",149.99999999999994,red,2018,0.3798598317220946
775,"Lubbock, TX",199.99999999999997,red,2018,0.38094512485476467
776,"Chandler, AZ",0.0,red,2018,0.39454268557315214
777,"Killeen, TX",200.00000000000006,red,2018,
778,United States,102.08603018013629,,2018,0.532925194465888
779,"Los Angeles, CA",-43.75,blue,2019,0.15606132429738265
780,"Chicago, IL",42.85714285714286,blue,2019,0.18441716453538054
781,"Miami, FL",75.0,blue,2019,0.07834576367219757
782,"Dallas, TX",1100.0,blue,2019,0.13953669283037798
783,"Philadelphia, PA",-27.27272727272727,blue,2019,0.08868575515211026
784,"Houston, TX",342.8571428571429,blue,2019,0.4039315020303066
785,"Atlanta, GA",200.00000000000006,blue,2019,0.1912502988285919
786,"Phoenix, AZ",280.0,red,2019,0.31848311880228786
787,"Seattle, WA",50.00000000000002,blue,2019,0.16466484529051684
788,"San Francisco, CA",33.333333333333336,blue,2019,0.055497576004624065
789,"Detroit, MI",-10.000000000000012,blue,2019,0.17034778772167217
790,"San Diego, CA",9.090909090909092,blue,2019,0.2491968075396986
791,"Minneapolis, MN",-16.666666666666675,blue,2019,0.10250253095832691
792,"Tampa, FL",-12.500000000000005,blue,2019,0.21396171511710835
793,"Denver, CO",166.66666666666666,blue,2019,0.39465196360878363
794,"Brooklyn, NY",-77.77777777777777,blue,2019,0.15214042561284066
795,"Queens, NY",33.33333333333334,blue,2019,
796,"Baltimore, MD",-19.999999999999993,blue,2019,0.27643349194472805
797,"Riverside, CA",0.0,blue,2019,0.14390221556647828
798,"Las Vegas, NV",750.0000000000002,blue,2019,0.2894293177427407
799,"Portland, OR",-75.00000000000001,blue,2019,0.2922842795874505
800,"Kansas City, MO",85.71428571428572,red,2019,0.1237914090000068
801,"Virginia Beach, VA",300.0,red,2019,0.13510017340107255
802,"Jacksonville, FL",400.0,red,2019,0.6918673586493366
803,"Oklahoma City, OK",37.50000000000001,red,2019,1.1506300222385402
804,"Sarasota, FL",0.0,red,2019,
805,"Tulsa, OK",49.999999999999986,red,2019,1.0415829680353068
806,"Colorado Springs, CO",66.6666666666667,red,2019,1.4424325181986903
807,"Bakersfield, CA",550.0000000000001,red,2019,0.8705311284520912
808,"Mesa, AZ",300.0,red,2019,0.6043501121069459
809,"Chattanooga, TN",0.0,red,2019,0.9823616957527591
810,"Spokane, WA",100.0,red,2019,0.7443374528276139
811,"Pensacola, FL",100.0,red,2019,0.8710801393728222
812,"Corpus Christi, TX",400.0,red,2019,0.8786445443495834
813,"Huntsville, AL",300.0,red,2019,0.3228764416433119
814,"Springfield, MO",100.0,red,2019,2.7853019615489067
815,"St. Petersburg, FL",149.99999999999994,red,2019,0.7597196634441892
816,"Lubbock, TX",199.99999999999997,red,2019,
817,"Chandler, AZ",0.0,red,2019,
818,"Killeen, TX",200.00000000000006,red,2019,0.40405836218983465
819,United States,102.08603018013629,,2019,0.5170005075836038
820,"Los Angeles, CA",-43.75,blue,2020,0.07022759593382219
821,"Chicago, IL",42.85714285714286,blue,2020,0.2305214556692257
822,"Miami, FL",75.0,blue,2020,0.10968406914107658
823,"Dallas, TX",1100.0,blue,2020,0.20930503924556698
824,"Philadelphia, PA",-27.27272727272727,blue,2020,0.14189720824337643
825,"Houston, TX",342.8571428571429,blue,2020,0.5691762074063411
826,"Atlanta, GA",200.00000000000006,blue,2020,0.2868754482428879
827,"Phoenix, AZ",280.0,red,2020,0.46547532748026693
828,"Seattle, WA",50.00000000000002,blue,2020,0.16466484529051684
829,"San Francisco, CA",33.333333333333336,blue,2020,0.11099515200924813
830,"Detroit, MI",-10.000000000000012,blue,2020,0.2555216815825082
831,"San Diego, CA",9.090909090909092,blue,2020,0.3737952113095479
832,"Minneapolis, MN",-16.666666666666675,blue,2020,0.1708375515972115
833,"Tampa, FL",-12.500000000000005,blue,2020,0.2496220009699598
834,"Denver, CO",166.66666666666666,blue,2020,0.2870196098972972
835,"Brooklyn, NY",-77.77777777777777,blue,2020,0.07607021280642033
836,"Queens, NY",33.33333333333334,blue,2020,0.1714490963346755
837,"Baltimore, MD",-19.999999999999993,blue,2020,0.3685779892596374
838,"Riverside, CA",0.0,blue,2020,0.04796740518882609
839,"Las Vegas, NV",750.0000000000002,blue,2020,0.8200497336044322
840,"Portland, OR",-75.00000000000001,blue,2020,0.048714046597908414
841,"Kansas City, MO",85.71428571428572,red,2020,0.8046441585000442
842,"Virginia Beach, VA",300.0,red,2020,0.2702003468021451
843,"Jacksonville, FL",400.0,red,2020,0.8648341983116707
844,"Oklahoma City, OK",37.50000000000001,red,2020,1.1506300222385402
845,"Sarasota, FL",0.0,red,2020,0.1415939227888339
846,"Tulsa, OK",49.999999999999986,red,2020,0.89278540117312
847,"Colorado Springs, CO",66.6666666666667,red,2020,0.8013513989992724
848,"Bakersfield, CA",550.0000000000001,red,2020,2.263380933975437
849,"Mesa, AZ",300.0,red,2020,0.8058001494759277
850,"Chattanooga, TN",0.0,red,2020,0.49118084787637956
851,"Spokane, WA",100.0,red,2020,0.49622496855174264
852,"Pensacola, FL",100.0,red,2020,0.5807200929152149
853,"Corpus Christi, TX",400.0,red,2020,1.4644075739159723
854,"Huntsville, AL",300.0,red,2020,1.2915057665732477
855,"Springfield, MO",100.0,red,2020,0.6963254903872267
856,"St. Petersburg, FL",149.99999999999994,red,2020,1.8992991586104726
857,"Lubbock, TX",199.99999999999997,red,2020,2.2856707491285877
858,"Chandler, AZ",0.0,red,2020,0.7890853711463043
859,"Killeen, TX",200.00000000000006,red,2020,1.212175086569504
860,United States,102.08603018013629,,2020,0.55649101130613
