,county,date,Latitude,Longitude,death_count
240,Alameda,05/2020,37.63688613333333,-122.06869853333335,3
241,Alameda,06/2000,37.6897044,-121.87289209999999,1
242,Alameda,06/2001,37.4686468,-121.9078965,1
243,Alameda,06/2002,37.774688399999995,-122.2059993,1
244,Alameda,06/2006,37.77122966666667,-122.21131906666666,3
245,Alameda,06/2007,37.6662907,-122.1045822,1
246,Alameda,06/2010,37.7179348,-122.14651955,2
247,Alameda,06/2013,37.61298925,-121.99795095,2
248,Alameda,06/2015,37.8099206,-122.2461916,1
249,Alameda,06/2016,37.526754700000005,-121.95551119999999,1
250,Alameda,06/2018,37.828501700000004,-122.2803304,1
251,Alameda,06/2019,37.72471229999999,-122.178803,1
252,Alameda,06/2020,37.747789000000004,-122.16718490000001,1
253,Alameda,07/2000,37.7937454,-122.2003588,1
254,Alameda,07/2003,37.8651489,-122.2654479,1
255,Alameda,07/2005,37.682066400000004,-122.14196625,2
256,Alameda,07/2006,37.632852299999996,-122.11045729999998,1
257,Alameda,07/2007,37.7539607,-122.1705635,1
258,Alameda,07/2008,37.7489068,-122.20546630000001,2
259,Alameda,07/2009,37.7883894,-122.2438966,1
260,Alameda,07/2010,37.7785211,-122.2237899,1
261,Alameda,07/2011,37.7746215,-122.2326449,1
262,Alameda,07/2013,37.735424333333334,-122.18650903333332,3
263,Alameda,07/2014,37.678762649999996,-122.10944744999999,2
264,Alameda,07/2015,37.65895086666667,-122.03300546666667,3
265,Alameda,07/2019,37.537052200000005,-122.01908290000002,1
266,Alameda,08/2002,37.5524476,-122.000372,1
267,Alameda,08/2003,37.7923745,-122.2417974,2
268,Alameda,08/2004,37.74540220000001,-122.16831370000001,1
269,Alameda,08/2005,37.660027674999995,-121.950736175,4
270,Alameda,08/2006,37.71676655,-122.14643120000001,2
271,Alameda,08/2008,37.8057427,-122.2747763,1
272,Alameda,08/2009,37.751431600000004,-122.18001926666666,3
273,Alameda,08/2012,37.8185261,-122.29350575000001,2
274,Alameda,08/2013,37.667623400000004,-122.11918273333333,3
275,Alameda,08/2014,37.74181780000001,-122.16959056666667,3
276,Alameda,08/2015,37.818542599999994,-122.26368756666666,3
277,Alameda,08/2016,37.6357194,-122.07751529999999,1
278,Alameda,08/2017,37.6976292,-121.7898938,1
